Comunidad Autónoma y Provincia	Tipo de indicador	años	Total
Santa Cruz de Tenerife	JORNADAS NO TRABAJADAS (miles)	1993	0,9
Santa Cruz de Tenerife	JORNADAS NO TRABAJADAS (miles)	1992	51,6
Santa Cruz de Tenerife	JORNADAS NO TRABAJADAS (miles)	1991	9,1
Cantabria	HUELGAS DESARROLLADAS	2001	18,0
Cantabria	HUELGAS DESARROLLADAS	2000	16,0
Cantabria	HUELGAS DESARROLLADAS	1999	11,0
Cantabria	HUELGAS DESARROLLADAS	1998	9,0
Cantabria	HUELGAS DESARROLLADAS	1997	3,0
Cantabria	HUELGAS DESARROLLADAS	1996	11,0
Cantabria	HUELGAS DESARROLLADAS	1995	14,0
Cantabria	HUELGAS DESARROLLADAS	1994	23,0
Cantabria	HUELGAS DESARROLLADAS	1993	18,0
Cantabria	HUELGAS DESARROLLADAS	1992	25,0
Cantabria	HUELGAS DESARROLLADAS	1991	23,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	2001	52,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	2000	1.141,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1999	14,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1998	504,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1997	3,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1996	51,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1995	19,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1994	204,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1993	726,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1992	23.874,0
Cantabria	CENTROS DE TRABAJO CONVOCADOS	1991	251,0
Cantabria	TRABAJADORES PARTICIPANTES (miles)	2001	5,9
Cantabria	TRABAJADORES PARTICIPANTES (miles)	2000	10,5
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1999	4,7
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1998	1,1
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1997	0,6
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1996	1,5
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1995	5,2
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1994	6,8
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1993	6,3
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1992	96,5
Cantabria	TRABAJADORES PARTICIPANTES (miles)	1991	7,2
Cantabria	JORNADAS NO TRABAJADAS (miles)	2001	36,7
Cantabria	JORNADAS NO TRABAJADAS (miles)	2000	30,6
Cantabria	JORNADAS NO TRABAJADAS (miles)	1999	9,9
Cantabria	JORNADAS NO TRABAJADAS (miles)	1998	1,9
Cantabria	JORNADAS NO TRABAJADAS (miles)	1997	1,1
Cantabria	JORNADAS NO TRABAJADAS (miles)	1996	11,7
Cantabria	JORNADAS NO TRABAJADAS (miles)	1995	13,0
Cantabria	JORNADAS NO TRABAJADAS (miles)	1994	39,6
Cantabria	JORNADAS NO TRABAJADAS (miles)	1993	28,0
Cantabria	JORNADAS NO TRABAJADAS (miles)	1992	102,4
Cantabria	JORNADAS NO TRABAJADAS (miles)	1991	30,2
Castilla y León	HUELGAS DESARROLLADAS	2001	39,0
Castilla y León	HUELGAS DESARROLLADAS	2000	36,0
Castilla y León	HUELGAS DESARROLLADAS	1999	49,0
Castilla y León	HUELGAS DESARROLLADAS	1998	40,0
Castilla y León	HUELGAS DESARROLLADAS	1997	36,0
Castilla y León	HUELGAS DESARROLLADAS	1996	62,0
Castilla y León	HUELGAS DESARROLLADAS	1995	49,0
Castilla y León	HUELGAS DESARROLLADAS	1994	38,0
Castilla y León	HUELGAS DESARROLLADAS	1993	84,0
Castilla y León	HUELGAS DESARROLLADAS	1992	67,0
Castilla y León	HUELGAS DESARROLLADAS	1991	133,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	2001	507,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	2000	36.913,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1999	146,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1998	65,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1997	1.762,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1996	1.265,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1995	112,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1994	290,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1993	2.491,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1992	4.852,0
Castilla y León	CENTROS DE TRABAJO CONVOCADOS	1991	18.797,0
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	2001	17,7
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	2000	41,3
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1999	19,3
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1998	4,2
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1997	4,8
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1996	36,3
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1995	13,4
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1994	18,9
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1993	23,9
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1992	92,8
Castilla y León	TRABAJADORES PARTICIPANTES (miles)	1991	168,3
Castilla y León	JORNADAS NO TRABAJADAS (miles)	2001	37,0
Castilla y León	JORNADAS NO TRABAJADAS (miles)	2000	35,6
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1999	81,1
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1998	17,0
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1997	8,9
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1996	113,1
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1995	43,8
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1994	36,0
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1993	100,9
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1992	194,1
Castilla y León	JORNADAS NO TRABAJADAS (miles)	1991	762,0
Ávila	HUELGAS DESARROLLADAS	2001	..
Ávila	HUELGAS DESARROLLADAS	2000	1,0
Ávila	HUELGAS DESARROLLADAS	1999	..
Ávila	HUELGAS DESARROLLADAS	1998	..
Ávila	HUELGAS DESARROLLADAS	1997	1,0
Ávila	HUELGAS DESARROLLADAS	1996	1,0
Ávila	HUELGAS DESARROLLADAS	1995	2,0
Ávila	HUELGAS DESARROLLADAS	1994	..
Ávila	HUELGAS DESARROLLADAS	1993	2,0
Ávila	HUELGAS DESARROLLADAS	1992	1,0
Ávila	HUELGAS DESARROLLADAS	1991	3,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	2001	..
Ávila	CENTROS DE TRABAJO CONVOCADOS	2000	26,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	1999	..
Ávila	CENTROS DE TRABAJO CONVOCADOS	1998	..
Ávila	CENTROS DE TRABAJO CONVOCADOS	1997	8,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	1996	225,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	1995	2,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	1994	..
Ávila	CENTROS DE TRABAJO CONVOCADOS	1993	2,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	1992	1,0
Ávila	CENTROS DE TRABAJO CONVOCADOS	1991	3,0
Ávila	TRABAJADORES PARTICIPANTES (miles)	2001	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	2000	0,1
Ávila	TRABAJADORES PARTICIPANTES (miles)	1999	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	1998	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	1997	0,2
Ávila	TRABAJADORES PARTICIPANTES (miles)	1996	0,5
Ávila	TRABAJADORES PARTICIPANTES (miles)	1995	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	1994	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	1993	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	1992	..
Ávila	TRABAJADORES PARTICIPANTES (miles)	1991	0,1
Ávila	JORNADAS NO TRABAJADAS (miles)	2001	..
Ávila	JORNADAS NO TRABAJADAS (miles)	2000	..
Ávila	JORNADAS NO TRABAJADAS (miles)	1999	..
Ávila	JORNADAS NO TRABAJADAS (miles)	1998	..
Ávila	JORNADAS NO TRABAJADAS (miles)	1997	0,2
Ávila	JORNADAS NO TRABAJADAS (miles)	1996	1,8
Ávila	JORNADAS NO TRABAJADAS (miles)	1995	1,4
Ávila	JORNADAS NO TRABAJADAS (miles)	1994	..
Ávila	JORNADAS NO TRABAJADAS (miles)	1993	0,1
Ávila	JORNADAS NO TRABAJADAS (miles)	1992	0,1
Ávila	JORNADAS NO TRABAJADAS (miles)	1991	0,1
Burgos	HUELGAS DESARROLLADAS	2001	6,0
Burgos	HUELGAS DESARROLLADAS	2000	7,0
Burgos	HUELGAS DESARROLLADAS	1999	10,0
Burgos	HUELGAS DESARROLLADAS	1998	9,0
Burgos	HUELGAS DESARROLLADAS	1997	7,0
Burgos	HUELGAS DESARROLLADAS	1996	8,0
Burgos	HUELGAS DESARROLLADAS	1995	9,0
Burgos	HUELGAS DESARROLLADAS	1994	4,0
Burgos	HUELGAS DESARROLLADAS	1993	18,0
Burgos	HUELGAS DESARROLLADAS	1992	6,0
Burgos	HUELGAS DESARROLLADAS	1991	23,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	2001	6,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	2000	7,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1999	10,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1998	9,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1997	1.006,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1996	8,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1995	9,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1994	105,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1993	61,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1992	23,0
Burgos	CENTROS DE TRABAJO CONVOCADOS	1991	1.234,0
Burgos	TRABAJADORES PARTICIPANTES (miles)	2001	0,8
Burgos	TRABAJADORES PARTICIPANTES (miles)	2000	0,8
Burgos	TRABAJADORES PARTICIPANTES (miles)	1999	0,6
Burgos	TRABAJADORES PARTICIPANTES (miles)	1998	0,6
Burgos	TRABAJADORES PARTICIPANTES (miles)	1997	1,7
Burgos	TRABAJADORES PARTICIPANTES (miles)	1996	1,7
Burgos	TRABAJADORES PARTICIPANTES (miles)	1995	0,8
Burgos	TRABAJADORES PARTICIPANTES (miles)	1994	1,2
Burgos	TRABAJADORES PARTICIPANTES (miles)	1993	1,3
Burgos	TRABAJADORES PARTICIPANTES (miles)	1992	1,9
Burgos	TRABAJADORES PARTICIPANTES (miles)	1991	14,5
Burgos	JORNADAS NO TRABAJADAS (miles)	2001	6,7
Burgos	JORNADAS NO TRABAJADAS (miles)	2000	3,2
Burgos	JORNADAS NO TRABAJADAS (miles)	1999	4,0
Burgos	JORNADAS NO TRABAJADAS (miles)	1998	1,2
Burgos	JORNADAS NO TRABAJADAS (miles)	1997	3,1
Burgos	JORNADAS NO TRABAJADAS (miles)	1996	2,5
Burgos	JORNADAS NO TRABAJADAS (miles)	1995	1,6
Burgos	JORNADAS NO TRABAJADAS (miles)	1994	2,7
Burgos	JORNADAS NO TRABAJADAS (miles)	1993	9,8
Burgos	JORNADAS NO TRABAJADAS (miles)	1992	6,8
Burgos	JORNADAS NO TRABAJADAS (miles)	1991	38,8
León	HUELGAS DESARROLLADAS	2001	9,0
León	HUELGAS DESARROLLADAS	2000	6,0
León	HUELGAS DESARROLLADAS	1999	20,0
León	HUELGAS DESARROLLADAS	1998	15,0
León	HUELGAS DESARROLLADAS	1997	11,0
León	HUELGAS DESARROLLADAS	1996	29,0
León	HUELGAS DESARROLLADAS	1995	25,0
León	HUELGAS DESARROLLADAS	1994	16,0
León	HUELGAS DESARROLLADAS	1993	38,0
León	HUELGAS DESARROLLADAS	1992	35,0
León	HUELGAS DESARROLLADAS	1991	42,0
León	CENTROS DE TRABAJO CONVOCADOS	2001	121,0
León	CENTROS DE TRABAJO CONVOCADOS	2000	7,0
León	CENTROS DE TRABAJO CONVOCADOS	1999	108,0
León	CENTROS DE TRABAJO CONVOCADOS	1998	38,0
León	CENTROS DE TRABAJO CONVOCADOS	1997	729,0
León	CENTROS DE TRABAJO CONVOCADOS	1996	272,0
León	CENTROS DE TRABAJO CONVOCADOS	1995	85,0
León	CENTROS DE TRABAJO CONVOCADOS	1994	134,0
León	CENTROS DE TRABAJO CONVOCADOS	1993	2.158,0
León	CENTROS DE TRABAJO CONVOCADOS	1992	4.783,0
León	CENTROS DE TRABAJO CONVOCADOS	1991	15.553,0
León	TRABAJADORES PARTICIPANTES (miles)	2001	7,4
León	TRABAJADORES PARTICIPANTES (miles)	2000	0,7
León	TRABAJADORES PARTICIPANTES (miles)	1999	15,6
León	TRABAJADORES PARTICIPANTES (miles)	1998	2,6
León	TRABAJADORES PARTICIPANTES (miles)	1997	2,1
León	TRABAJADORES PARTICIPANTES (miles)	1996	29,3
León	TRABAJADORES PARTICIPANTES (miles)	1995	10,2
León	TRABAJADORES PARTICIPANTES (miles)	1994	15,7
León	TRABAJADORES PARTICIPANTES (miles)	1993	17,8
León	TRABAJADORES PARTICIPANTES (miles)	1992	88,3
León	TRABAJADORES PARTICIPANTES (miles)	1991	96,0
León	JORNADAS NO TRABAJADAS (miles)	2001	15,5
León	JORNADAS NO TRABAJADAS (miles)	2000	2,7
León	JORNADAS NO TRABAJADAS (miles)	1999	72,8
León	JORNADAS NO TRABAJADAS (miles)	1998	14,0
León	JORNADAS NO TRABAJADAS (miles)	1997	3,8
León	JORNADAS NO TRABAJADAS (miles)	1996	94,9
León	JORNADAS NO TRABAJADAS (miles)	1995	39,3
León	JORNADAS NO TRABAJADAS (miles)	1994	30,1
León	JORNADAS NO TRABAJADAS (miles)	1993	75,0
León	JORNADAS NO TRABAJADAS (miles)	1992	181,5
León	JORNADAS NO TRABAJADAS (miles)	1991	287,9
Palencia	HUELGAS DESARROLLADAS	2001	2,0
Palencia	HUELGAS DESARROLLADAS	2000	2,0
Palencia	HUELGAS DESARROLLADAS	1999	4,0
Palencia	HUELGAS DESARROLLADAS	1998	3,0
Palencia	HUELGAS DESARROLLADAS	1997	4,0
Palencia	HUELGAS DESARROLLADAS	1996	3,0
Palencia	HUELGAS DESARROLLADAS	1995	1,0
Palencia	HUELGAS DESARROLLADAS	1994	1,0
Palencia	HUELGAS DESARROLLADAS	1993	6,0
Palencia	HUELGAS DESARROLLADAS	1992	6,0
Palencia	HUELGAS DESARROLLADAS	1991	14,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	2001	2,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	2000	2,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1999	12,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1997	4,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1996	10,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1995	1,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1994	1,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1993	7,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1992	13,0
Palencia	CENTROS DE TRABAJO CONVOCADOS	1991	25,0
Palencia	TRABAJADORES PARTICIPANTES (miles)	2001	0,1
Palencia	TRABAJADORES PARTICIPANTES (miles)	2000	..
Palencia	TRABAJADORES PARTICIPANTES (miles)	1999	0,4
Palencia	TRABAJADORES PARTICIPANTES (miles)	1998	0,2
Palencia	TRABAJADORES PARTICIPANTES (miles)	1997	0,1
Palencia	TRABAJADORES PARTICIPANTES (miles)	1996	1,0
Palencia	TRABAJADORES PARTICIPANTES (miles)	1995	0,1
Palencia	TRABAJADORES PARTICIPANTES (miles)	1994	..
Palencia	TRABAJADORES PARTICIPANTES (miles)	1993	..
Palencia	TRABAJADORES PARTICIPANTES (miles)	1992	1,3
Palencia	TRABAJADORES PARTICIPANTES (miles)	1991	11,5
Palencia	JORNADAS NO TRABAJADAS (miles)	2001	0,1
Palencia	JORNADAS NO TRABAJADAS (miles)	2000	0,1
Palencia	JORNADAS NO TRABAJADAS (miles)	1999	1,2
Palencia	JORNADAS NO TRABAJADAS (miles)	1998	0,3
Palencia	JORNADAS NO TRABAJADAS (miles)	1997	0,8
Palencia	JORNADAS NO TRABAJADAS (miles)	1996	5,6
Palencia	JORNADAS NO TRABAJADAS (miles)	1995	0,2
Palencia	JORNADAS NO TRABAJADAS (miles)	1994	0,1
Palencia	JORNADAS NO TRABAJADAS (miles)	1993	9,1
Palencia	JORNADAS NO TRABAJADAS (miles)	1992	1,7
Palencia	JORNADAS NO TRABAJADAS (miles)	1991	20,1
Salamanca	HUELGAS DESARROLLADAS	2001	2,0
Salamanca	HUELGAS DESARROLLADAS	2000	5,0
Salamanca	HUELGAS DESARROLLADAS	1999	5,0
Salamanca	HUELGAS DESARROLLADAS	1998	2,0
Salamanca	HUELGAS DESARROLLADAS	1997	2,0
Salamanca	HUELGAS DESARROLLADAS	1996	1,0
Salamanca	HUELGAS DESARROLLADAS	1995	2,0
Salamanca	HUELGAS DESARROLLADAS	1994	5,0
Salamanca	HUELGAS DESARROLLADAS	1993	2,0
Salamanca	HUELGAS DESARROLLADAS	1992	1,0
Salamanca	HUELGAS DESARROLLADAS	1991	5,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	2001	2,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	2000	4,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1999	5,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1998	2,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1997	2,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1996	1,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1995	2,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1994	30,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1993	2,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1992	5,0
Salamanca	CENTROS DE TRABAJO CONVOCADOS	1991	26,0
Salamanca	TRABAJADORES PARTICIPANTES (miles)	2001	..
Salamanca	TRABAJADORES PARTICIPANTES (miles)	2000	0,1
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1999	0,3
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1998	..
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1997	..
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1996	0,1
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1995	..
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1994	0,4
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1993	0,9
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1992	0,3
Salamanca	TRABAJADORES PARTICIPANTES (miles)	1991	0,5
Salamanca	JORNADAS NO TRABAJADAS (miles)	2001	..
Salamanca	JORNADAS NO TRABAJADAS (miles)	2000	0,3
Salamanca	JORNADAS NO TRABAJADAS (miles)	1999	0,3
Salamanca	JORNADAS NO TRABAJADAS (miles)	1998	..
Salamanca	JORNADAS NO TRABAJADAS (miles)	1997	0,4
Salamanca	JORNADAS NO TRABAJADAS (miles)	1996	1,1
Salamanca	JORNADAS NO TRABAJADAS (miles)	1995	0,3
Salamanca	JORNADAS NO TRABAJADAS (miles)	1994	1,1
Salamanca	JORNADAS NO TRABAJADAS (miles)	1993	0,7
Salamanca	JORNADAS NO TRABAJADAS (miles)	1992	0,9
Salamanca	JORNADAS NO TRABAJADAS (miles)	1991	0,8
Segovia	HUELGAS DESARROLLADAS	2001	9,0
Segovia	HUELGAS DESARROLLADAS	2000	4,0
Segovia	HUELGAS DESARROLLADAS	1999	..
Segovia	HUELGAS DESARROLLADAS	1998	..
Segovia	HUELGAS DESARROLLADAS	1997	3,0
Segovia	HUELGAS DESARROLLADAS	1996	1,0
Segovia	HUELGAS DESARROLLADAS	1995	..
Segovia	HUELGAS DESARROLLADAS	1994	2,0
Segovia	HUELGAS DESARROLLADAS	1993	3,0
Segovia	HUELGAS DESARROLLADAS	1992	2,0
Segovia	HUELGAS DESARROLLADAS	1991	..
Segovia	CENTROS DE TRABAJO CONVOCADOS	2001	9,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	2000	4,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	1999	..
Segovia	CENTROS DE TRABAJO CONVOCADOS	1998	..
Segovia	CENTROS DE TRABAJO CONVOCADOS	1997	5,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	1996	1,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	1995	..
Segovia	CENTROS DE TRABAJO CONVOCADOS	1994	2,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	1993	242,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	1992	2,0
Segovia	CENTROS DE TRABAJO CONVOCADOS	1991	..
Segovia	TRABAJADORES PARTICIPANTES (miles)	2001	0,2
Segovia	TRABAJADORES PARTICIPANTES (miles)	2000	0,1
Segovia	TRABAJADORES PARTICIPANTES (miles)	1999	..
Segovia	TRABAJADORES PARTICIPANTES (miles)	1998	..
Segovia	TRABAJADORES PARTICIPANTES (miles)	1997	0,2
Segovia	TRABAJADORES PARTICIPANTES (miles)	1996	0,1
Segovia	TRABAJADORES PARTICIPANTES (miles)	1995	..
Segovia	TRABAJADORES PARTICIPANTES (miles)	1994	0,4
Segovia	TRABAJADORES PARTICIPANTES (miles)	1993	0,7
Segovia	TRABAJADORES PARTICIPANTES (miles)	1992	0,2
Segovia	TRABAJADORES PARTICIPANTES (miles)	1991	..
Segovia	JORNADAS NO TRABAJADAS (miles)	2001	1,5
Segovia	JORNADAS NO TRABAJADAS (miles)	2000	..
Segovia	JORNADAS NO TRABAJADAS (miles)	1999	..
Segovia	JORNADAS NO TRABAJADAS (miles)	1998	..
Segovia	JORNADAS NO TRABAJADAS (miles)	1997	0,1
Segovia	JORNADAS NO TRABAJADAS (miles)	1996	..
Segovia	JORNADAS NO TRABAJADAS (miles)	1995	..
Segovia	JORNADAS NO TRABAJADAS (miles)	1994	0,4
Segovia	JORNADAS NO TRABAJADAS (miles)	1993	2,8
Segovia	JORNADAS NO TRABAJADAS (miles)	1992	1,1
Segovia	JORNADAS NO TRABAJADAS (miles)	1991	..
Soria	HUELGAS DESARROLLADAS	2001	..
Soria	HUELGAS DESARROLLADAS	2000	..
Soria	HUELGAS DESARROLLADAS	1999	1,0
Soria	HUELGAS DESARROLLADAS	1998	1,0
Soria	HUELGAS DESARROLLADAS	1997	3,0
Soria	HUELGAS DESARROLLADAS	1996	4,0
Soria	HUELGAS DESARROLLADAS	1995	1,0
Soria	HUELGAS DESARROLLADAS	1994	1,0
Soria	HUELGAS DESARROLLADAS	1993	..
Soria	HUELGAS DESARROLLADAS	1992	2,0
Soria	HUELGAS DESARROLLADAS	1991	12,0
Soria	CENTROS DE TRABAJO CONVOCADOS	2001	..
Soria	CENTROS DE TRABAJO CONVOCADOS	2000	..
Soria	CENTROS DE TRABAJO CONVOCADOS	1999	1,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1998	1,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1997	3,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1996	4,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1995	1,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1994	1,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1993	..
Soria	CENTROS DE TRABAJO CONVOCADOS	1992	2,0
Soria	CENTROS DE TRABAJO CONVOCADOS	1991	362,0
Soria	TRABAJADORES PARTICIPANTES (miles)	2001	..
Soria	TRABAJADORES PARTICIPANTES (miles)	2000	..
Soria	TRABAJADORES PARTICIPANTES (miles)	1999	..
Soria	TRABAJADORES PARTICIPANTES (miles)	1998	..
Soria	TRABAJADORES PARTICIPANTES (miles)	1997	0,1
Soria	TRABAJADORES PARTICIPANTES (miles)	1996	0,2
Soria	TRABAJADORES PARTICIPANTES (miles)	1995	..
Soria	TRABAJADORES PARTICIPANTES (miles)	1994	..
Soria	TRABAJADORES PARTICIPANTES (miles)	1993	..
Soria	TRABAJADORES PARTICIPANTES (miles)	1992	0,2
Soria	TRABAJADORES PARTICIPANTES (miles)	1991	2,8
Soria	JORNADAS NO TRABAJADAS (miles)	2001	..
Soria	JORNADAS NO TRABAJADAS (miles)	2000	..
Soria	JORNADAS NO TRABAJADAS (miles)	1999	0,1
Soria	JORNADAS NO TRABAJADAS (miles)	1998	..
Soria	JORNADAS NO TRABAJADAS (miles)	1997	0,2
Soria	JORNADAS NO TRABAJADAS (miles)	1996	0,7
Soria	JORNADAS NO TRABAJADAS (miles)	1995	..
Soria	JORNADAS NO TRABAJADAS (miles)	1994	..
Soria	JORNADAS NO TRABAJADAS (miles)	1993	..
Soria	JORNADAS NO TRABAJADAS (miles)	1992	0,2
Soria	JORNADAS NO TRABAJADAS (miles)	1991	13,7
Valladolid	HUELGAS DESARROLLADAS	2001	9,0
Valladolid	HUELGAS DESARROLLADAS	2000	7,0
Valladolid	HUELGAS DESARROLLADAS	1999	8,0
Valladolid	HUELGAS DESARROLLADAS	1998	8,0
Valladolid	HUELGAS DESARROLLADAS	1997	4,0
Valladolid	HUELGAS DESARROLLADAS	1996	7,0
Valladolid	HUELGAS DESARROLLADAS	1995	9,0
Valladolid	HUELGAS DESARROLLADAS	1994	5,0
Valladolid	HUELGAS DESARROLLADAS	1993	13,0
Valladolid	HUELGAS DESARROLLADAS	1992	7,0
Valladolid	HUELGAS DESARROLLADAS	1991	24,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	2001	249,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	2000	7,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1999	9,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1998	10,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1997	4,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1996	606,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1995	12,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1994	5,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1993	17,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1992	7,0
Valladolid	CENTROS DE TRABAJO CONVOCADOS	1991	1.007,0
Valladolid	TRABAJADORES PARTICIPANTES (miles)	2001	4,5
Valladolid	TRABAJADORES PARTICIPANTES (miles)	2000	1,2
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1999	2,3
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1998	0,7
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1997	0,4
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1996	1,2
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1995	2,1
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1994	0,9
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1993	2,3
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1992	0,3
Valladolid	TRABAJADORES PARTICIPANTES (miles)	1991	40,6
Valladolid	JORNADAS NO TRABAJADAS (miles)	2001	8,3
Valladolid	JORNADAS NO TRABAJADAS (miles)	2000	0,8
