Tipo de jornada	Comunidades y Ciudades Autonómas	Decil	Periodo	Total
Jornada a tiempo completo	10 Comunitat Valenciana	9	2009	2.814,07
Jornada a tiempo completo	10 Comunitat Valenciana	9	2008	2.684,49
Jornada a tiempo completo	10 Comunitat Valenciana	9	2007	2.570,11
Jornada a tiempo completo	10 Comunitat Valenciana	9	2006	2.452,99
Jornada a tiempo completo	10 Comunitat Valenciana	10	2022	4.978,67
Jornada a tiempo completo	10 Comunitat Valenciana	10	2021	5.219,48
Jornada a tiempo completo	10 Comunitat Valenciana	10	2020	5.136,15
Jornada a tiempo completo	10 Comunitat Valenciana	10	2019	4.760,16
Jornada a tiempo completo	10 Comunitat Valenciana	10	2018	4.786,85
Jornada a tiempo completo	10 Comunitat Valenciana	10	2017	4.442,57
Jornada a tiempo completo	10 Comunitat Valenciana	10	2016	4.492,72
Jornada a tiempo completo	10 Comunitat Valenciana	10	2015	4.578,58
Jornada a tiempo completo	10 Comunitat Valenciana	10	2014	4.620,24
Jornada a tiempo completo	10 Comunitat Valenciana	10	2013	4.558,03
Jornada a tiempo completo	10 Comunitat Valenciana	10	2012	4.469,14
Jornada a tiempo completo	10 Comunitat Valenciana	10	2011	4.410,64
Jornada a tiempo completo	10 Comunitat Valenciana	10	2010	4.197,2
Jornada a tiempo completo	10 Comunitat Valenciana	10	2009	4.254,05
Jornada a tiempo completo	10 Comunitat Valenciana	10	2008	4.198,87
Jornada a tiempo completo	10 Comunitat Valenciana	10	2007	3.633,37
Jornada a tiempo completo	10 Comunitat Valenciana	10	2006	3.466,06
Jornada a tiempo completo	11 Extremadura	Total decil	2022	2.056,59
Jornada a tiempo completo	11 Extremadura	Total decil	2021	1.821,29
Jornada a tiempo completo	11 Extremadura	Total decil	2020	1.987,2
Jornada a tiempo completo	11 Extremadura	Total decil	2019	1.928,51
Jornada a tiempo completo	11 Extremadura	Total decil	2018	1.821,75
Jornada a tiempo completo	11 Extremadura	Total decil	2017	1.787,99
Jornada a tiempo completo	11 Extremadura	Total decil	2016	1.860,01
Jornada a tiempo completo	11 Extremadura	Total decil	2015	1.773,09
Jornada a tiempo completo	11 Extremadura	Total decil	2014	1.798,08
Jornada a tiempo completo	11 Extremadura	Total decil	2013	1.845,78
Jornada a tiempo completo	11 Extremadura	Total decil	2012	1.772,46
Jornada a tiempo completo	11 Extremadura	Total decil	2011	1.757,19
Jornada a tiempo completo	11 Extremadura	Total decil	2010	1.768,69
Jornada a tiempo completo	11 Extremadura	Total decil	2009	1.660,94
Jornada a tiempo completo	11 Extremadura	Total decil	2008	1.702,54
Jornada a tiempo completo	11 Extremadura	Total decil	2007	1.580,6
Jornada a tiempo completo	11 Extremadura	Total decil	2006	1.453,6
Jornada a tiempo completo	11 Extremadura	1	2022	876,31
Jornada a tiempo completo	11 Extremadura	1	2021	802,49
Jornada a tiempo completo	11 Extremadura	1	2020	747,26
Jornada a tiempo completo	11 Extremadura	1	2019	736,2
Jornada a tiempo completo	11 Extremadura	1	2018	682,32
Jornada a tiempo completo	11 Extremadura	1	2017	624,73
Jornada a tiempo completo	11 Extremadura	1	2016	611,28
Jornada a tiempo completo	11 Extremadura	1	2015	590,51
Jornada a tiempo completo	11 Extremadura	1	2014	575,99
Jornada a tiempo completo	11 Extremadura	1	2013	559,7
Jornada a tiempo completo	11 Extremadura	1	2012	563,08
Jornada a tiempo completo	11 Extremadura	1	2011	631,73
Jornada a tiempo completo	11 Extremadura	1	2010	590,64
Jornada a tiempo completo	11 Extremadura	1	2009	629,25
Jornada a tiempo completo	11 Extremadura	1	2008	646,26
Jornada a tiempo completo	11 Extremadura	1	2007	628,56
Jornada a tiempo completo	11 Extremadura	1	2006	576
Jornada a tiempo completo	11 Extremadura	2	2022	1.165,16
Jornada a tiempo completo	11 Extremadura	2	2021	1.067,46
Jornada a tiempo completo	11 Extremadura	2	2020	1.033,07
Jornada a tiempo completo	11 Extremadura	2	2019	1.029,62
Jornada a tiempo completo	11 Extremadura	2	2018	913,79
Jornada a tiempo completo	11 Extremadura	2	2017	890,51
Jornada a tiempo completo	11 Extremadura	2	2016	860,9
Jornada a tiempo completo	11 Extremadura	2	2015	845,57
Jornada a tiempo completo	11 Extremadura	2	2014	831,17
Jornada a tiempo completo	11 Extremadura	2	2013	832,2
Jornada a tiempo completo	11 Extremadura	2	2012	876,47
Jornada a tiempo completo	11 Extremadura	2	2011	882,92
Jornada a tiempo completo	11 Extremadura	2	2010	896,08
Jornada a tiempo completo	11 Extremadura	2	2009	883,73
Jornada a tiempo completo	11 Extremadura	2	2008	889,9
Jornada a tiempo completo	11 Extremadura	2	2007	863
Jornada a tiempo completo	11 Extremadura	2	2006	809,56
Jornada a tiempo completo	11 Extremadura	3	2022	1.335,38
Jornada a tiempo completo	11 Extremadura	3	2021	1.256,83
Jornada a tiempo completo	11 Extremadura	3	2020	1.229,11
Jornada a tiempo completo	11 Extremadura	3	2019	1.230,26
Jornada a tiempo completo	11 Extremadura	3	2018	1.157,49
Jornada a tiempo completo	11 Extremadura	3	2017	1.128,85
Jornada a tiempo completo	11 Extremadura	3	2016	1.127,98
Jornada a tiempo completo	11 Extremadura	3	2015	1.107,87
Jornada a tiempo completo	11 Extremadura	3	2014	1.098,29
Jornada a tiempo completo	11 Extremadura	3	2013	1.102,64
Jornada a tiempo completo	11 Extremadura	3	2012	1.139,42
Jornada a tiempo completo	11 Extremadura	3	2011	1.134,18
Jornada a tiempo completo	11 Extremadura	3	2010	1.136,09
Jornada a tiempo completo	11 Extremadura	3	2009	1.117,94
Jornada a tiempo completo	11 Extremadura	3	2008	1.100,6
Jornada a tiempo completo	11 Extremadura	3	2007	1.059,9
Jornada a tiempo completo	11 Extremadura	3	2006	997,3
Jornada a tiempo completo	11 Extremadura	4	2022	1.539,01
Jornada a tiempo completo	11 Extremadura	4	2021	1.466,28
Jornada a tiempo completo	11 Extremadura	4	2020	1.426,02
Jornada a tiempo completo	11 Extremadura	4	2019	1.416,54
Jornada a tiempo completo	11 Extremadura	4	2018	1.354,9
Jornada a tiempo completo	11 Extremadura	4	2017	1.324,19
Jornada a tiempo completo	11 Extremadura	4	2016	1.325,26
Jornada a tiempo completo	11 Extremadura	4	2015	1.313,99
Jornada a tiempo completo	11 Extremadura	4	2014	1.299,08
Jornada a tiempo completo	11 Extremadura	4	2013	1.307,89
Jornada a tiempo completo	11 Extremadura	4	2012	1.314,15
Jornada a tiempo completo	11 Extremadura	4	2011	1.308,86
Jornada a tiempo completo	11 Extremadura	4	2010	1.308,94
Jornada a tiempo completo	11 Extremadura	4	2009	1.288,73
Jornada a tiempo completo	11 Extremadura	4	2008	1.266,01
Jornada a tiempo completo	11 Extremadura	4	2007	1.204,3
Jornada a tiempo completo	11 Extremadura	4	2006	1.134,19
Jornada a tiempo completo	11 Extremadura	5	2022	1.706,6
Jornada a tiempo completo	11 Extremadura	5	2021	1.660,17
Jornada a tiempo completo	11 Extremadura	5	2020	1.611,85
Jornada a tiempo completo	11 Extremadura	5	2019	1.586,8
Jornada a tiempo completo	11 Extremadura	5	2018	1.538,58
Jornada a tiempo completo	11 Extremadura	5	2017	1.490,03
Jornada a tiempo completo	11 Extremadura	5	2016	1.498,06
Jornada a tiempo completo	11 Extremadura	5	2015	1.495,09
Jornada a tiempo completo	11 Extremadura	5	2014	1.488,26
Jornada a tiempo completo	11 Extremadura	5	2013	1.506,8
Jornada a tiempo completo	11 Extremadura	5	2012	1.499,26
Jornada a tiempo completo	11 Extremadura	5	2011	1.472,3
Jornada a tiempo completo	11 Extremadura	5	2010	1.478,02
Jornada a tiempo completo	11 Extremadura	5	2009	1.440,32
Jornada a tiempo completo	11 Extremadura	5	2008	1.411,07
Jornada a tiempo completo	11 Extremadura	5	2007	1.339,85
Jornada a tiempo completo	11 Extremadura	5	2006	1.258,23
Jornada a tiempo completo	11 Extremadura	6	2022	1.915,23
Jornada a tiempo completo	11 Extremadura	6	2021	1.862,99
Jornada a tiempo completo	11 Extremadura	6	2020	1.817,2
Jornada a tiempo completo	11 Extremadura	6	2019	1.790,23
Jornada a tiempo completo	11 Extremadura	6	2018	1.725,44
Jornada a tiempo completo	11 Extremadura	6	2017	1.693,57
Jornada a tiempo completo	11 Extremadura	6	2016	1.706,69
Jornada a tiempo completo	11 Extremadura	6	2015	1.693,5
Jornada a tiempo completo	11 Extremadura	6	2014	1.716,98
Jornada a tiempo completo	11 Extremadura	6	2013	1.718,29
Jornada a tiempo completo	11 Extremadura	6	2012	1.677,22
Jornada a tiempo completo	11 Extremadura	6	2011	1.680,28
Jornada a tiempo completo	11 Extremadura	6	2010	1.665,05
Jornada a tiempo completo	11 Extremadura	6	2009	1.619,58
Jornada a tiempo completo	11 Extremadura	6	2008	1.587,86
Jornada a tiempo completo	11 Extremadura	6	2007	1.498,46
Jornada a tiempo completo	11 Extremadura	6	2006	1.421,41
Jornada a tiempo completo	11 Extremadura	7	2022	2.184,77
Jornada a tiempo completo	11 Extremadura	7	2021	2.183,57
Jornada a tiempo completo	11 Extremadura	7	2020	2.117,17
Jornada a tiempo completo	11 Extremadura	7	2019	2.062,79
Jornada a tiempo completo	11 Extremadura	7	2018	2.018,12
Jornada a tiempo completo	11 Extremadura	7	2017	1.971,39
Jornada a tiempo completo	11 Extremadura	7	2016	1.961,05
Jornada a tiempo completo	11 Extremadura	7	2015	1.953,8
Jornada a tiempo completo	11 Extremadura	7	2014	1.994,72
Jornada a tiempo completo	11 Extremadura	7	2013	1.971,22
Jornada a tiempo completo	11 Extremadura	7	2012	1.943,24
Jornada a tiempo completo	11 Extremadura	7	2011	1.932,16
Jornada a tiempo completo	11 Extremadura	7	2010	1.916,65
Jornada a tiempo completo	11 Extremadura	7	2009	1.870,38
Jornada a tiempo completo	11 Extremadura	7	2008	1.800,94
Jornada a tiempo completo	11 Extremadura	7	2007	1.694,3
Jornada a tiempo completo	11 Extremadura	7	2006	1.624,9
Jornada a tiempo completo	11 Extremadura	8	2022	2.625,26
Jornada a tiempo completo	11 Extremadura	8	2021	2.572,15
Jornada a tiempo completo	11 Extremadura	8	2020	2.575,61
Jornada a tiempo completo	11 Extremadura	8	2019	2.469,04
Jornada a tiempo completo	11 Extremadura	8	2018	2.425,23
Jornada a tiempo completo	11 Extremadura	8	2017	2.361,9
Jornada a tiempo completo	11 Extremadura	8	2016	2.359,54
Jornada a tiempo completo	11 Extremadura	8	2015	2.340,25
Jornada a tiempo completo	11 Extremadura	8	2014	2.375,17
Jornada a tiempo completo	11 Extremadura	8	2013	2.358,94
Jornada a tiempo completo	11 Extremadura	8	2012	2.289,87
Jornada a tiempo completo	11 Extremadura	8	2011	2.264,76
Jornada a tiempo completo	11 Extremadura	8	2010	2.271,44
Jornada a tiempo completo	11 Extremadura	8	2009	2.246,73
Jornada a tiempo completo	11 Extremadura	8	2008	2.141,24
Jornada a tiempo completo	11 Extremadura	8	2007	2.042,28
Jornada a tiempo completo	11 Extremadura	8	2006	1.968,59
Jornada a tiempo completo	11 Extremadura	9	2022	3.172,04
Jornada a tiempo completo	11 Extremadura	9	2021	3.102,39
Jornada a tiempo completo	11 Extremadura	9	2020	3.178,56
Jornada a tiempo completo	11 Extremadura	9	2019	3.001,2
Jornada a tiempo completo	11 Extremadura	9	2018	3.002,52
Jornada a tiempo completo	11 Extremadura	9	2017	2.938,84
Jornada a tiempo completo	11 Extremadura	9	2016	2.916,09
Jornada a tiempo completo	11 Extremadura	9	2015	2.951,73
Jornada a tiempo completo	11 Extremadura	9	2014	2.915,21
Jornada a tiempo completo	11 Extremadura	9	2013	2.918,95
Jornada a tiempo completo	11 Extremadura	9	2012	2.835,05
Jornada a tiempo completo	11 Extremadura	9	2011	2.823,05
Jornada a tiempo completo	11 Extremadura	9	2010	2.783,6
Jornada a tiempo completo	11 Extremadura	9	2009	2.800,7
Jornada a tiempo completo	11 Extremadura	9	2008	2.680,15
Jornada a tiempo completo	11 Extremadura	9	2007	2.539,61
Jornada a tiempo completo	11 Extremadura	9	2006	2.449,08
Jornada a tiempo completo	11 Extremadura	10	2022	5.109,37
Jornada a tiempo completo	11 Extremadura	10	2021	4.747,74
Jornada a tiempo completo	11 Extremadura	10	2020	4.723,3
Jornada a tiempo completo	11 Extremadura	10	2019	4.615,13
Jornada a tiempo completo	11 Extremadura	10	2018	4.464,84
Jornada a tiempo completo	11 Extremadura	10	2017	4.249,43
Jornada a tiempo completo	11 Extremadura	10	2016	4.546,6
Jornada a tiempo completo	11 Extremadura	10	2015	4.464,61
Jornada a tiempo completo	11 Extremadura	10	2014	4.291,28
Jornada a tiempo completo	11 Extremadura	10	2013	4.433,47
Jornada a tiempo completo	11 Extremadura	10	2012	4.484,51
Jornada a tiempo completo	11 Extremadura	10	2011	4.476,27
Jornada a tiempo completo	11 Extremadura	10	2010	4.277,44
Jornada a tiempo completo	11 Extremadura	10	2009	4.121,05
Jornada a tiempo completo	11 Extremadura	10	2008	3.908,26
Jornada a tiempo completo	11 Extremadura	10	2007	3.585,83
Jornada a tiempo completo	11 Extremadura	10	2006	3.377,19
Jornada a tiempo completo	12 Galicia	Total decil	2022	2.253,74
Jornada a tiempo completo	12 Galicia	Total decil	2021	2.197,67
Jornada a tiempo completo	12 Galicia	Total decil	2020	2.136,43
Jornada a tiempo completo	12 Galicia	Total decil	2019	2.097,56
Jornada a tiempo completo	12 Galicia	Total decil	2018	2.045,81
Jornada a tiempo completo	12 Galicia	Total decil	2017	2.068,8
Jornada a tiempo completo	12 Galicia	Total decil	2016	1.990,53
Jornada a tiempo completo	12 Galicia	Total decil	2015	1.987,2
Jornada a tiempo completo	12 Galicia	Total decil	2014	1.981,65
Jornada a tiempo completo	12 Galicia	Total decil	2013	1.921,09
Jornada a tiempo completo	12 Galicia	Total decil	2012	1.937,83
Jornada a tiempo completo	12 Galicia	Total decil	2011	1.941,15
Jornada a tiempo completo	12 Galicia	Total decil	2010	1.869,73
Jornada a tiempo completo	12 Galicia	Total decil	2009	1.879,86
Jornada a tiempo completo	12 Galicia	Total decil	2008	1.807,79
Jornada a tiempo completo	12 Galicia	Total decil	2007	1.700,18
Jornada a tiempo completo	12 Galicia	Total decil	2006	1.605,39
Jornada a tiempo completo	12 Galicia	1	2022	870,63
Jornada a tiempo completo	12 Galicia	1	2021	789,74
Jornada a tiempo completo	12 Galicia	1	2020	751,64
Jornada a tiempo completo	12 Galicia	1	2019	733,19
Jornada a tiempo completo	12 Galicia	1	2018	676,38
Jornada a tiempo completo	12 Galicia	1	2017	651,59
Jornada a tiempo completo	12 Galicia	1	2016	641,81
Jornada a tiempo completo	12 Galicia	1	2015	628,62
Jornada a tiempo completo	12 Galicia	1	2014	602,57
Jornada a tiempo completo	12 Galicia	1	2013	578,95
Jornada a tiempo completo	12 Galicia	1	2012	610,05
Jornada a tiempo completo	12 Galicia	1	2011	615,13
Jornada a tiempo completo	12 Galicia	1	2010	639,35
Jornada a tiempo completo	12 Galicia	1	2009	655,03
Jornada a tiempo completo	12 Galicia	1	2008	654,9
Jornada a tiempo completo	12 Galicia	1	2007	611,38
Jornada a tiempo completo	12 Galicia	1	2006	593,74
Jornada a tiempo completo	12 Galicia	2	2022	1.174,24
Jornada a tiempo completo	12 Galicia	2	2021	1.068,98
Jornada a tiempo completo	12 Galicia	2	2020	1.043,05
Jornada a tiempo completo	12 Galicia	2	2019	1.025,23
Jornada a tiempo completo	12 Galicia	2	2018	933,52
Jornada a tiempo completo	12 Galicia	2	2017	883,68
Jornada a tiempo completo	12 Galicia	2	2016	873,02
Jornada a tiempo completo	12 Galicia	2	2015	846,64
Jornada a tiempo completo	12 Galicia	2	2014	827,83
Jornada a tiempo completo	12 Galicia	2	2013	851,36
Jornada a tiempo completo	12 Galicia	2	2012	871,57
Jornada a tiempo completo	12 Galicia	2	2011	898,53
Jornada a tiempo completo	12 Galicia	2	2010	909,64
Jornada a tiempo completo	12 Galicia	2	2009	892,15
Jornada a tiempo completo	12 Galicia	2	2008	904,86
Jornada a tiempo completo	12 Galicia	2	2007	881,18
Jornada a tiempo completo	12 Galicia	2	2006	822,14
Jornada a tiempo completo	12 Galicia	3	2022	1.345,74
Jornada a tiempo completo	12 Galicia	3	2021	1.267,16
Jornada a tiempo completo	12 Galicia	3	2020	1.238,67
Jornada a tiempo completo	12 Galicia	3	2019	1.221,95
Jornada a tiempo completo	12 Galicia	3	2018	1.161,23
Jornada a tiempo completo	12 Galicia	3	2017	1.127,45
Jornada a tiempo completo	12 Galicia	3	2016	1.127,94
Jornada a tiempo completo	12 Galicia	3	2015	1.111,01
Jornada a tiempo completo	12 Galicia	3	2014	1.103,01
Jornada a tiempo completo	12 Galicia	3	2013	1.110,28
Jornada a tiempo completo	12 Galicia	3	2012	1.120,46
Jornada a tiempo completo	12 Galicia	3	2011	1.130,98
Jornada a tiempo completo	12 Galicia	3	2010	1.142,88
Jornada a tiempo completo	12 Galicia	3	2009	1.124,61
Jornada a tiempo completo	12 Galicia	3	2008	1.107,75
Jornada a tiempo completo	12 Galicia	3	2007	1.063,26
Jornada a tiempo completo	12 Galicia	3	2006	1.005,77
Jornada a tiempo completo	12 Galicia	4	2022	1.528,88
Jornada a tiempo completo	12 Galicia	4	2021	1.460,99
Jornada a tiempo completo	12 Galicia	4	2020	1.424,75
Jornada a tiempo completo	12 Galicia	4	2019	1.419,91
Jornada a tiempo completo	12 Galicia	4	2018	1.358,63
Jornada a tiempo completo	12 Galicia	4	2017	1.329,48
Jornada a tiempo completo	12 Galicia	4	2016	1.322,39
Jornada a tiempo completo	12 Galicia	4	2015	1.310,08
Jornada a tiempo completo	12 Galicia	4	2014	1.317,81
Jornada a tiempo completo	12 Galicia	4	2013	1.316,18
Jornada a tiempo completo	12 Galicia	4	2012	1.320,28
Jornada a tiempo completo	12 Galicia	4	2011	1.309,96
Jornada a tiempo completo	12 Galicia	4	2010	1.312,35
Jornada a tiempo completo	12 Galicia	4	2009	1.290,95
Jornada a tiempo completo	12 Galicia	4	2008	1.262,19
Jornada a tiempo completo	12 Galicia	4	2007	1.200,36
Jornada a tiempo completo	12 Galicia	4	2006	1.142,07
Jornada a tiempo completo	12 Galicia	5	2022	1.710,37
Jornada a tiempo completo	12 Galicia	5	2021	1.651,22
Jornada a tiempo completo	12 Galicia	5	2020	1.601,7
Jornada a tiempo completo	12 Galicia	5	2019	1.595,82
Jornada a tiempo completo	12 Galicia	5	2018	1.539,68
Jornada a tiempo completo	12 Galicia	5	2017	1.495,59
Jornada a tiempo completo	12 Galicia	5	2016	1.497,51
Jornada a tiempo completo	12 Galicia	5	2015	1.494,13
Jornada a tiempo completo	12 Galicia	5	2014	1.501,76
Jornada a tiempo completo	12 Galicia	5	2013	1.505,17
Jornada a tiempo completo	12 Galicia	5	2012	1.492,07
Jornada a tiempo completo	12 Galicia	5	2011	1.483,27
Jornada a tiempo completo	12 Galicia	5	2010	1.476,24
Jornada a tiempo completo	12 Galicia	5	2009	1.444,19
Jornada a tiempo completo	12 Galicia	5	2008	1.409,04
Jornada a tiempo completo	12 Galicia	5	2007	1.339,81
Jornada a tiempo completo	12 Galicia	5	2006	1.266,73
Jornada a tiempo completo	12 Galicia	6	2022	1.928,98
Jornada a tiempo completo	12 Galicia	6	2021	1.874,36
Jornada a tiempo completo	12 Galicia	6	2020	1.818,35
Jornada a tiempo completo	12 Galicia	6	2019	1.791,55
Jornada a tiempo completo	12 Galicia	6	2018	1.753,47
Jornada a tiempo completo	12 Galicia	6	2017	1.695,91
Jornada a tiempo completo	12 Galicia	6	2016	1.700,33
Jornada a tiempo completo	12 Galicia	6	2015	1.703,94
Jornada a tiempo completo	12 Galicia	6	2014	1.715,55
Jornada a tiempo completo	12 Galicia	6	2013	1.703,08
Jornada a tiempo completo	12 Galicia	6	2012	1.685,49
Jornada a tiempo completo	12 Galicia	6	2011	1.680,53
Jornada a tiempo completo	12 Galicia	6	2010	1.668,75
Jornada a tiempo completo	12 Galicia	6	2009	1.629,71
Jornada a tiempo completo	12 Galicia	6	2008	1.576,94
Jornada a tiempo completo	12 Galicia	6	2007	1.490,94
Jornada a tiempo completo	12 Galicia	6	2006	1.422,47
Jornada a tiempo completo	12 Galicia	7	2022	2.205,01
Jornada a tiempo completo	12 Galicia	7	2021	2.166,02
Jornada a tiempo completo	12 Galicia	7	2020	2.092,47
Jornada a tiempo completo	12 Galicia	7	2019	2.052,24
Jornada a tiempo completo	12 Galicia	7	2018	2.009,66
Jornada a tiempo completo	12 Galicia	7	2017	1.968,91
Jornada a tiempo completo	12 Galicia	7	2016	1.971,15
Jornada a tiempo completo	12 Galicia	7	2015	1.963,52
Jornada a tiempo completo	12 Galicia	7	2014	1.994,02
Jornada a tiempo completo	12 Galicia	7	2013	1.974,44
Jornada a tiempo completo	12 Galicia	7	2012	1.943,06
Jornada a tiempo completo	12 Galicia	7	2011	1.918,24
Jornada a tiempo completo	12 Galicia	7	2010	1.918,79
Jornada a tiempo completo	12 Galicia	7	2009	1.877,67
Jornada a tiempo completo	12 Galicia	7	2008	1.807,23
Jornada a tiempo completo	12 Galicia	7	2007	1.700,88
Jornada a tiempo completo	12 Galicia	7	2006	1.631,88
Jornada a tiempo completo	12 Galicia	8	2022	2.608,21
Jornada a tiempo completo	12 Galicia	8	2021	2.582,4
Jornada a tiempo completo	12 Galicia	8	2020	2.536,9
Jornada a tiempo completo	12 Galicia	8	2019	2.445,55
Jornada a tiempo completo	12 Galicia	8	2018	2.416,36
Jornada a tiempo completo	12 Galicia	8	2017	2.378,07
Jornada a tiempo completo	12 Galicia	8	2016	2.347,68
Jornada a tiempo completo	12 Galicia	8	2015	2.364,78
Jornada a tiempo completo	12 Galicia	8	2014	2.383,09
Jornada a tiempo completo	12 Galicia	8	2013	2.351,67
Jornada a tiempo completo	12 Galicia	8	2012	2.300,92
Jornada a tiempo completo	12 Galicia	8	2011	2.305,4
Jornada a tiempo completo	12 Galicia	8	2010	2.291,42
Jornada a tiempo completo	12 Galicia	8	2009	2.230,41
Jornada a tiempo completo	12 Galicia	8	2008	2.142,96
Jornada a tiempo completo	12 Galicia	8	2007	2.038,65
Jornada a tiempo completo	12 Galicia	8	2006	1.972,2
Jornada a tiempo completo	12 Galicia	9	2022	3.185,26
Jornada a tiempo completo	12 Galicia	9	2021	3.161,98
Jornada a tiempo completo	12 Galicia	9	2020	3.147,62
Jornada a tiempo completo	12 Galicia	9	2019	2.995,84
Jornada a tiempo completo	12 Galicia	9	2018	2.993,9
Jornada a tiempo completo	12 Galicia	9	2017	2.940,98
Jornada a tiempo completo	12 Galicia	9	2016	2.925,44
Jornada a tiempo completo	12 Galicia	9	2015	2.977,95
Jornada a tiempo completo	12 Galicia	9	2014	2.956,09
Jornada a tiempo completo	12 Galicia	9	2013	2.896,67
Jornada a tiempo completo	12 Galicia	9	2012	2.857,89
Jornada a tiempo completo	12 Galicia	9	2011	2.875,41
Jornada a tiempo completo	12 Galicia	9	2010	2.841,43
Jornada a tiempo completo	12 Galicia	9	2009	2.810,22
Jornada a tiempo completo	12 Galicia	9	2008	2.722,32
Jornada a tiempo completo	12 Galicia	9	2007	2.581,54
Jornada a tiempo completo	12 Galicia	9	2006	2.449,13
Jornada a tiempo completo	12 Galicia	10	2022	5.003,02
Jornada a tiempo completo	12 Galicia	10	2021	5.042,28
Jornada a tiempo completo	12 Galicia	10	2020	4.749,78
Jornada a tiempo completo	12 Galicia	10	2019	4.651,31
Jornada a tiempo completo	12 Galicia	10	2018	4.659,2
Jornada a tiempo completo	12 Galicia	10	2017	4.533,03
Jornada a tiempo completo	12 Galicia	10	2016	4.408,63
Jornada a tiempo completo	12 Galicia	10	2015	4.564,4
Jornada a tiempo completo	12 Galicia	10	2014	4.511,74
Jornada a tiempo completo	12 Galicia	10	2013	4.460,11
Jornada a tiempo completo	12 Galicia	10	2012	4.591,44
Jornada a tiempo completo	12 Galicia	10	2011	4.425,63
Jornada a tiempo completo	12 Galicia	10	2010	4.265,49
Jornada a tiempo completo	12 Galicia	10	2009	4.075,46
Jornada a tiempo completo	12 Galicia	10	2008	4.206,56
Jornada a tiempo completo	12 Galicia	10	2007	3.683,83
Jornada a tiempo completo	12 Galicia	10	2006	3.539,77
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2022	2.625,18
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2021	2.603,91
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2020	2.579,09
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2019	2.408,23
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2018	2.510,81
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2017	2.423,99
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2016	2.408,42
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2015	2.521,12
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2014	2.544,1
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2013	2.475,85
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2012	2.372,43
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2011	2.250,92
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2010	2.282,79
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2009	2.257,31
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2008	2.203,15
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2007	2.000,5
Jornada a tiempo completo	13 Madrid, Comunidad de	Total decil	2006	1.877,31
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2022	882,91
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2021	808,86
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2020	717,67
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2019	735,75
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2018	677,3
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2017	640,93
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2016	645,57
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2015	659,52
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2014	561,67
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2013	546,01
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2012	593,1
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2011	618,44
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2010	639,48
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2009	644,46
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2008	680,37
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2007	641,51
Jornada a tiempo completo	13 Madrid, Comunidad de	1	2006	610,65
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2022	1.173,9
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2021	1.056,73
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2020	1.042,73
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2019	1.024,02
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2018	926,21
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2017	889,02
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2016	892,99
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2015	852,84
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2014	859,93
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2013	843,39
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2012	884,29
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2011	878,17
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2010	932,58
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2009	896,37
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2008	892,29
